instance,solver,m_knapsacks,n_items,objective,runtime,status,gap
probT1_2S_R50_T002_M010_N0020_seed03.txt,OR-Tools,10,20,9325.0,0.038907766342163086,Optimal,
probT1_2S_R50_T002_M010_N0020_seed04.txt,PuLP,10,20,9874.0,0.41407227516174316,Optimal,
probT1_2S_R50_T002_M010_N0020_seed04.txt,OR-Tools,10,20,9874.0,0.07090473175048828,Optimal,
probT1_2S_R50_T002_M010_N0020_seed05.txt,PuLP,10,20,10105.0,0.54134202003479,Optimal,
probT1_2S_R50_T002_M010_N0020_seed05.txt,OR-Tools,10,20,10105.0,0.5305454730987549,Optimal,
probT1_2S_R50_T002_M010_N0020_seed06.txt,PuLP,10,20,9036.0,0.10107135772705078,Optimal,
probT1_2S_R50_T002_M010_N0020_seed06.txt,OR-Tools,10,20,9036.0,0.05518913269042969,Optimal,
probT1_2S_R50_T002_M010_N0020_seed07.txt,PuLP,10,20,9428.0,0.3901667594909668,Optimal,
probT1_2S_R50_T002_M010_N0020_seed07.txt,OR-Tools,10,20,9428.0,0.19312357902526855,Optimal,
probT1_2S_R50_T002_M010_N0020_seed08.txt,PuLP,10,20,10557.0,9.307206630706787,Optimal,
probT1_2S_R50_T002_M010_N0020_seed08.txt,OR-Tools,10,20,10557.0,1.6899209022521973,Optimal,
probT1_2S_R50_T002_M010_N0020_seed09.txt,PuLP,10,20,10157.0,0.10218214988708496,Optimal,
probT1_2S_R50_T002_M010_N0020_seed09.txt,OR-Tools,10,20,10157.0,0.123565673828125,Optimal,
probT1_2S_R50_T002_M010_N0020_seed10.txt,PuLP,10,20,10141.0,0.13112497329711914,Optimal,
probT1_2S_R50_T002_M010_N0020_seed10.txt,OR-Tools,10,20,10141.0,0.14108014106750488,Optimal,
probT1_2S_R50_T002_M010_N0040_seed01.txt,PuLP,10,40,20834.0,60.071473121643066,Optimal,
probT1_2S_R50_T002_M010_N0040_seed01.txt,OR-Tools,10,40,20809.0,60.10187578201294,Feasible,
probT1_2S_R50_T002_M010_N0040_seed02.txt,PuLP,10,40,20815.0,60.079965353012085,Optimal,
probT1_2S_R50_T002_M010_N0040_seed02.txt,OR-Tools,10,40,20822.0,53.385329723358154,Optimal,
probT1_2S_R50_T002_M010_N0040_seed03.txt,PuLP,10,40,21120.0,60.172961711883545,Optimal,
probT1_2S_R50_T002_M010_N0040_seed03.txt,OR-Tools,10,40,21191.0,60.11227607727051,Feasible,
probT1_2S_R50_T002_M010_N0040_seed04.txt,PuLP,10,40,20704.0,60.180742025375366,Optimal,
probT1_2S_R50_T002_M010_N0040_seed04.txt,OR-Tools,10,40,20767.0,60.1178343296051,Feasible,
probT1_2S_R50_T002_M010_N0040_seed05.txt,PuLP,10,40,20469.0,60.171684980392456,Optimal,
probT1_2S_R50_T002_M010_N0040_seed05.txt,OR-Tools,10,40,20633.0,60.1134467124939,Feasible,
probT1_2S_R50_T002_M010_N0040_seed06.txt,PuLP,10,40,21414.0,60.16634440422058,Optimal,
probT1_2S_R50_T002_M010_N0040_seed06.txt,OR-Tools,10,40,21517.0,60.10064935684204,Feasible,
probT1_2S_R50_T002_M010_N0040_seed07.txt,PuLP,10,40,20187.0,60.172314405441284,Optimal,
probT1_2S_R50_T002_M010_N0040_seed07.txt,OR-Tools,10,40,19731.0,60.10171961784363,Feasible,
probT1_2S_R50_T002_M010_N0040_seed08.txt,PuLP,10,40,20741.0,60.17012667655945,Optimal,
probT1_2S_R50_T002_M010_N0040_seed08.txt,OR-Tools,10,40,20741.0,60.09268498420715,Feasible,
probT1_2S_R50_T002_M010_N0040_seed09.txt,PuLP,10,40,20856.0,60.2043719291687,Optimal,
probT1_2S_R50_T002_M010_N0040_seed09.txt,OR-Tools,10,40,20975.0,60.15265393257141,Feasible,
probT1_2S_R50_T002_M010_N0040_seed10.txt,PuLP,10,40,21159.0,60.15716481208801,Optimal,
probT1_2S_R50_T002_M010_N0040_seed10.txt,OR-Tools,10,40,20982.0,60.12252640724182,Feasible,
probT1_2S_R50_T002_M010_N0060_seed01.txt,PuLP,10,60,29875.0,60.1241979598999,Optimal,
probT1_2S_R50_T002_M010_N0060_seed01.txt,OR-Tools,10,60,30717.0,60.08519959449768,Feasible,
probT1_2S_R50_T002_M010_N0060_seed02.txt,PuLP,10,60,31594.0,60.15907335281372,Optimal,
probT1_2S_R50_T002_M010_N0060_seed02.txt,OR-Tools,10,60,31585.0,60.107635259628296,Feasible,
probT1_2S_R50_T002_M010_N0060_seed03.txt,PuLP,10,60,32091.0,60.09978985786438,Optimal,
probT1_2S_R50_T002_M010_N0060_seed03.txt,OR-Tools,10,60,32167.0,60.04737687110901,Feasible,
probT1_2S_R50_T002_M010_N0060_seed04.txt,PuLP,10,60,31558.0,60.12020254135132,Optimal,
probT1_2S_R50_T002_M010_N0060_seed04.txt,OR-Tools,10,60,31552.0,60.10974383354187,Feasible,
probT1_2S_R50_T002_M010_N0060_seed05.txt,PuLP,10,60,31273.0,60.150490283966064,Optimal,
probT1_2S_R50_T002_M010_N0060_seed05.txt,OR-Tools,10,60,31747.0,60.09140133857727,Feasible,
probT1_2S_R50_T002_M010_N0060_seed06.txt,PuLP,10,60,30922.0,60.10527944564819,Optimal,
probT1_2S_R50_T002_M010_N0060_seed06.txt,OR-Tools,10,60,31507.0,60.088741064071655,Feasible,
probT1_2S_R50_T002_M010_N0060_seed07.txt,PuLP,10,60,30259.0,60.15569806098938,Optimal,
probT1_2S_R50_T002_M010_N0060_seed07.txt,OR-Tools,10,60,30514.0,60.13514709472656,Feasible,
probT1_2S_R50_T002_M010_N0060_seed08.txt,PuLP,10,60,30490.0,60.21787357330322,Optimal,
probT1_2S_R50_T002_M010_N0060_seed08.txt,OR-Tools,10,60,30523.0,60.114581823349,Feasible,
probT1_2S_R50_T002_M010_N0060_seed09.txt,PuLP,10,60,31185.0,390.7656137943268,Optimal,
probT1_2S_R50_T002_M010_N0060_seed09.txt,OR-Tools,10,60,31207.0,60.11935997009277,Feasible,
probT1_2S_R50_T002_M010_N0060_seed10.txt,PuLP,10,60,31061.0,60.2270085811615,Optimal,
probT1_2S_R50_T002_M010_N0060_seed10.txt,OR-Tools,10,60,31182.0,60.0850932598114,Feasible,
probT1_2S_R50_T002_M020_N0020_seed01.txt,PuLP,20,20,7171.0,0.06745576858520508,Optimal,
probT1_2S_R50_T002_M020_N0020_seed01.txt,OR-Tools,20,20,7171.0,0.01763010025024414,Optimal,
probT1_2S_R50_T002_M020_N0020_seed02.txt,PuLP,20,20,4401.0,0.058493614196777344,Optimal,
probT1_2S_R50_T002_M020_N0020_seed02.txt,OR-Tools,20,20,4401.0,0.013075113296508789,Optimal,
probT1_2S_R50_T002_M020_N0020_seed03.txt,PuLP,20,20,5745.0,0.06078505516052246,Optimal,
probT1_2S_R50_T002_M020_N0020_seed03.txt,OR-Tools,20,20,5745.0,0.015097856521606445,Optimal,
probT1_2S_R50_T002_M020_N0020_seed04.txt,PuLP,20,20,7403.0,0.0552215576171875,Optimal,
probT1_2S_R50_T002_M020_N0020_seed04.txt,OR-Tools,20,20,7403.0,0.012530326843261719,Optimal,
probT1_2S_R50_T002_M020_N0020_seed05.txt,PuLP,20,20,7014.0,0.06150627136230469,Optimal,
probT1_2S_R50_T002_M020_N0020_seed05.txt,OR-Tools,20,20,7014.0,0.016310453414916992,Optimal,
probT1_2S_R50_T002_M020_N0020_seed06.txt,PuLP,20,20,4373.0,0.056166887283325195,Optimal,
probT1_2S_R50_T002_M020_N0020_seed06.txt,OR-Tools,20,20,4373.0,0.013964414596557617,Optimal,
probT1_2S_R50_T002_M020_N0020_seed07.txt,PuLP,20,20,6595.0,0.058991432189941406,Optimal,
probT1_2S_R50_T002_M020_N0020_seed07.txt,OR-Tools,20,20,6595.0,0.01269388198852539,Optimal,
probT1_2S_R50_T002_M020_N0020_seed08.txt,PuLP,20,20,6373.0,0.048491477966308594,Optimal,
probT1_2S_R50_T002_M020_N0020_seed08.txt,OR-Tools,20,20,6373.0,0.00909423828125,Optimal,
probT1_2S_R50_T002_M020_N0020_seed09.txt,PuLP,20,20,5313.0,0.055938720703125,Optimal,
probT1_2S_R50_T002_M020_N0020_seed09.txt,OR-Tools,20,20,5313.0,0.0117950439453125,Optimal,
probT1_2S_R50_T002_M020_N0020_seed10.txt,PuLP,20,20,5715.0,0.05399799346923828,Optimal,
probT1_2S_R50_T002_M020_N0020_seed10.txt,OR-Tools,20,20,5715.0,0.014492273330688477,Optimal,
probT1_2S_R50_T002_M020_N0040_seed01.txt,PuLP,20,40,20242.0,60.072261810302734,Optimal,
probT1_2S_R50_T002_M020_N0040_seed01.txt,OR-Tools,20,40,20228.0,60.022974252700806,Feasible,
probT1_2S_R50_T002_M020_N0040_seed02.txt,PuLP,20,40,19997.0,1.400909423828125,Optimal,
probT1_2S_R50_T002_M020_N0040_seed02.txt,OR-Tools,20,40,19997.0,1.6268103122711182,Optimal,
probT1_2S_R50_T002_M020_N0040_seed03.txt,PuLP,20,40,20973.0,21.99020552635193,Optimal,
probT1_2S_R50_T002_M020_N0040_seed03.txt,OR-Tools,20,40,20973.0,2.2038843631744385,Optimal,
probT1_2S_R50_T002_M020_N0040_seed04.txt,PuLP,20,40,20430.0,0.4112987518310547,Optimal,
probT1_2S_R50_T002_M020_N0040_seed04.txt,OR-Tools,20,40,20430.0,0.45017004013061523,Optimal,
probT1_2S_R50_T002_M020_N0040_seed05.txt,PuLP,20,40,20193.0,5.9246666431427,Optimal,
probT1_2S_R50_T002_M020_N0040_seed05.txt,OR-Tools,20,40,20193.0,28.424042224884033,Optimal,
probT1_2S_R50_T002_M020_N0040_seed06.txt,PuLP,20,40,20050.0,0.6062233448028564,Optimal,
probT1_2S_R50_T002_M020_N0040_seed06.txt,OR-Tools,20,40,20050.0,1.3888745307922363,Optimal,
probT1_2S_R50_T002_M020_N0040_seed07.txt,PuLP,20,40,20026.0,5.17059063911438,Optimal,
probT1_2S_R50_T002_M020_N0040_seed07.txt,OR-Tools,20,40,20026.0,8.914914608001709,Optimal,
probT1_2S_R50_T002_M020_N0040_seed08.txt,PuLP,20,40,20597.0,4.131045579910278,Optimal,
probT1_2S_R50_T002_M020_N0040_seed08.txt,OR-Tools,20,40,20597.0,1.6629211902618408,Optimal,
probT1_2S_R50_T002_M020_N0040_seed09.txt,PuLP,20,40,20878.0,26.48227548599243,Optimal,
probT1_2S_R50_T002_M020_N0040_seed09.txt,OR-Tools,20,40,20878.0,24.988324403762817,Optimal,
probT1_2S_R50_T002_M020_N0040_seed10.txt,PuLP,20,40,21001.0,1.6518504619598389,Optimal,
probT1_2S_R50_T002_M020_N0040_seed10.txt,OR-Tools,20,40,21001.0,1.812586784362793,Optimal,
probT1_2S_R50_T002_M020_N0060_seed01.txt,PuLP,20,60,30590.0,60.19042658805847,Optimal,
probT1_2S_R50_T002_M020_N0060_seed01.txt,OR-Tools,20,60,29732.0,60.180285692214966,Feasible,
probT1_2S_R50_T002_M020_N0060_seed02.txt,PuLP,20,60,29454.0,60.12239956855774,Optimal,
probT1_2S_R50_T002_M020_N0060_seed02.txt,OR-Tools,20,60,30540.0,60.12081003189087,Feasible,
probT1_2S_R50_T002_M020_N0060_seed03.txt,PuLP,20,60,31915.0,60.17918920516968,Optimal,
probT1_2S_R50_T002_M020_N0060_seed03.txt,OR-Tools,20,60,30960.0,60.098151206970215,Feasible,
probT1_2S_R50_T002_M020_N0060_seed04.txt,PuLP,20,60,31304.0,60.155611991882324,Optimal,
probT1_2S_R50_T002_M020_N0060_seed04.txt,OR-Tools,20,60,30267.0,60.11223077774048,Feasible,
probT1_2S_R50_T002_M020_N0060_seed05.txt,PuLP,20,60,30821.0,60.20136642456055,Optimal,
probT1_2S_R50_T002_M020_N0060_seed05.txt,OR-Tools,20,60,30897.0,60.171220779418945,Feasible,
probT1_2S_R50_T002_M020_N0060_seed06.txt,PuLP,20,60,30850.0,60.12316155433655,Optimal,
probT1_2S_R50_T002_M020_N0060_seed06.txt,OR-Tools,20,60,30910.0,60.11767387390137,Feasible,
probT1_2S_R50_T002_M020_N0060_seed07.txt,PuLP,20,60,30378.0,60.15705227851868,Optimal,
probT1_2S_R50_T002_M020_N0060_seed07.txt,OR-Tools,20,60,29962.0,60.09729480743408,Feasible,
probT1_2S_R50_T002_M020_N0060_seed08.txt,PuLP,20,60,29980.0,60.10619068145752,Optimal,
probT1_2S_R50_T002_M020_N0060_seed08.txt,OR-Tools,20,60,30103.0,60.08341574668884,Feasible,
probT1_2S_R50_T002_M020_N0060_seed09.txt,PuLP,20,60,30728.0,60.18582010269165,Optimal,
probT1_2S_R50_T002_M020_N0060_seed09.txt,OR-Tools,20,60,31128.0,60.111459255218506,Feasible,
probT1_2S_R50_T002_M020_N0060_seed10.txt,PuLP,20,60,30871.0,60.14275527000427,Optimal,
probT1_2S_R50_T002_M020_N0060_seed10.txt,OR-Tools,20,60,30819.0,60.10667037963867,Feasible,
